,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,United Nations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Population Division,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Department of Economic and Social Affairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trends in International Migrant Stock: The 2015 Revision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Table 1 -  International migrant stock at mid-year by sex and by major area, region, country or area, 1990-2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,POP/DB/MIG/Stock/Rev.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,December 2015 - Copyright © 2015 by United Nations. All rights reserved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Suggested citation: United Nations, Department of Economic and Social Affairs (2015). Trends in International Migrant Stock: The 2015 revision (United Nations database, POP/DB/MIG/Stock/Rev.2015).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sort
order","Major area, region, country or area of destination",Notes,Country code,Type of data (a),International migrant stock at mid-year (both sexes),,,,,,International migrant stock at mid-year (male),,,,,,International migrant stock at mid-year (female),,,,,,,,,,,,,,,,,,,,,,,,,
121,Saudi Arabia,,682,C R,4998445,5122702,5263387,6501819,8429956,10185945,3324873,3416485,3517768,4469805,5933281,6938598,1673572,1706217,1745619,2032014,2496675,3247347,,,,,,,,,,,,,,,,,,,,
122,State of Palestine,(12),275,B,288332,281767,275202,266617,258032,255507,132101,128328,124555,119621,114688,113237,156231,153439,150647,146996,143344,142270,,,,,,,,,,,,,,,,,,,,
123,Syrian Arab Republic,,760,C R,714140,830610,832273,876410,1661922,875189,364077,423115,426633,449470,848834,447528,350063,407495,405640,426940,813088,427661,,,,,,,,,,,,,,,,,,,,
124,Turkey,,792,B R,1163686,1216173,1280963,1319236,1367034,2964916,577329,593938,616007,618938,625960,1514468,586357,622235,664956,700298,741074,1450448,,,,,,,,,,,,,,,,,,,,
125,United Arab Emirates,,784,C R,1306574,1824118,2446675,3281036,7316611,8095126,932046,1309952,1757144,2388278,5463515,6044983,374528,514166,689531,892758,1853096,2050143,,,,,,,,,,,,,,,,,,,,
126,Yemen,,887,C R,118863,136515,143495,171073,285837,344131,67010,77832,79675,98379,154710,180427,51853,58683,63820,72694,131127,163704,,,,,,,,,,,,,,,,,,,,
127,Europe,,908,,49219200,52842663,56271885,64086824,72374755,76145954,23946673,25635806,27236062,30921625,34675817,36272616,25272527,27206857,29035823,33165199,37698938,39873338,,,,,,,,,,,,,,,,,,,,
128,Eastern Europe,,923,,21995312,21344124,20428480,19747392,19116929,19684357,10201263,10022332,9700625,9362793,9033489,9305588,11794049,11321792,10727855,10384599,10083440,10378769,,,,,,,,,,,,,,,,,,,,
129,Belarus,,112,B,1248977,1186282,1123586,1106982,1090378,1082905,572021,543307,514593,506988,499384,495961,676956,642975,608993,599994,590994,586944,,,,,,,,,,,,,,,,,,,,
130,Bulgaria,,100,B,21510,32435,43360,61074,76287,102113,9047,13642,18238,26594,33841,47442,12463,18793,25122,34480,42446,54671,,,,,,,,,,,,,,,,,,,,
131,Czech Republic,,203,C,110394,165592,220789,322540,397785,405093,57405,88316,119227,181719,235936,231897,52989,77276,101562,140821,161849,173196,,,,,,,,,,,,,,,,,,,,
132,Hungary,,348,B R,347510,322234,296957,366787,436616,449632,156185,147202,138219,174216,210212,220913,191325,175032,158738,192571,226404,228719,,,,,,,,,,,,,,,,,,,,
133,Poland,,616,B,1127771,964725,825251,722509,642417,619403,482176,404049,338323,297039,262263,257311,645595,560676,486928,425470,380154,362092,,,,,,,,,,,,,,,,,,,,
134,Republic of Moldova,(13),498,B,544162,367231,247828,173957,157668,142904,239616,161706,109129,76600,60541,50545,304546,205525,138699,97357,97127,92359,,,,,,,,,,,,,,,,,,,,
135,Romania,,642,B,135825,135037,126949,145162,155982,226943,57601,63282,60428,66264,77499,119364,78224,71755,66521,78898,78483,107579,,,,,,,,,,,,,,,,,,,,
136,Russian Federation,,643,B,11524948,11928927,11900297,11667588,11194710,11643276,5655422,5925452,5982851,5806597,5514401,5715211,5869526,6003475,5917446,5860991,5680309,5928065,,,,,,,,,,,,,,,,,,,,
137,Slovakia,,703,B,41295,69323,116376,130491,146319,177190,18187,30531,51253,58716,66938,83714,23108,38792,65123,71775,79381,93476,,,,,,,,,,,,,,,,,,,,
138,Ukraine,,804,B,6892920,6172338,5527087,5050302,4818767,4834898,2953603,2644845,2368364,2168060,2072474,2083230,3939317,3527493,3158723,2882242,2746293,2751668,,,,,,,,,,,,,,,,,,,,
139,Northern Europe,,924,,6645605,7194824,7900973,9588814,11858391,13331442,3176421,3404174,3711179,4564413,5701407,6382614,3469184,3790650,4189794,5024401,6156984,6948828,,,,,,,,,,,,,,,,,,,,
140,Channel Islands,(14),830,B,61660,60519,64301,70941,77581,82307,29005,28468,30234,33611,36982,39338,32655,32051,34067,37330,40599,42969,,,,,,,,,,,,,,,,,,,,
141,Denmark,,208,B,235189,303108,371026,440383,509740,572520,114411,147194,179977,213097,246217,277099,120778,155914,191049,227286,263523,295421,,,,,,,,,,,,,,,,,,,,
142,Estonia,,233,B,381997,315755,249512,233701,217890,202348,171691,136268,100844,94244,87644,81237,210306,179487,148668,139457,130246,121111,,,,,,,,,,,,,,,,,,,,
143,Faeroe Islands,,234,B,4285,2900,3593,4583,5096,5517,2440,1575,1921,2450,2700,2795,1845,1325,1672,2133,2396,2722,,,,,,,,,,,,,,,,,,,,
144,Finland,(15),246,B,63255,99729,136203,192169,248135,315881,31682,49575,67469,96429,125389,160650,31573,50154,68734,95740,122746,155231,,,,,,,,,,,,,,,,,,,,
145,Iceland,,352,B,9584,12738,15892,25492,35091,37522,4248,5727,7207,12413,17619,18156,5336,7011,8685,13079,17472,19366,,,,,,,,,,,,,,,,,,,,
146,Ireland,,372,B,227961,226892,350552,589046,730542,746260,112093,108084,172959,309910,360440,363521,115868,118808,177593,279136,370102,382739,,,,,,,,,,,,,,,,,,,,
147,Isle of Man,,833,B,34769,36886,39002,41475,43447,45221,16371,17548,18725,20214,21361,22393,18398,19338,20277,21261,22086,22828,,,,,,,,,,,,,,,,,,,,
148,Latvia,,428,B,646007,538093,430178,376725,313786,263126,290800,234216,177632,154745,124675,102673,355207,303877,252546,221980,189111,160453,,,,,,,,,,,,,,,,,,,,
149,Lithuania,,440,B,349258,273587,214311,201209,160772,136036,164585,128641,100546,94189,69606,57203,184673,144946,113765,107020,91166,78833,,,,,,,,,,,,,,,,,,,,
150,Norway,(16),578,B,192587,233302,292440,361144,526799,741813,99562,117222,144826,176444,268505,387098,93025,116080,147614,184700,258294,354715,,,,,,,,,,,,,,,,,,,,
151,Sweden,,752,B,788767,936022,1003798,1125790,1384929,1639771,383085,450945,480211,538490,673083,810259,405682,485077,523587,587300,711846,829512,,,,,,,,,,,,,,,,,,,,
152,United Kingdom of Great Britain and Northern Ireland,,826,B,3650286,4155293,4730165,5926156,7604583,8543120,1756448,1978711,2228628,2818177,3667186,4060192,1893838,2176582,2501537,3107979,3937397,4482928,,,,,,,,,,,,,,,,,,,,
153,Southern Europe,,925,,4340454,5985675,7517054,11974334,16154120,15747685,2062811,2856852,3610908,5832012,7846982,7374789,2277643,3128823,3906146,6142322,8307138,8372896,,,,,,,,,,,,,,,,,,,,
154,Albania,,8,B,66013,71354,76695,64739,52784,57616,30579,33284,35990,32993,26901,29363,35434,38070,40705,31746,25883,28253,,,,,,,,,,,,,,,,,,,,
155,Andorra,,20,C,38904,40525,42146,50298,52053,42082,20810,21451,22092,26559,27486,22221,18094,19074,20054,23739,24567,19861,,,,,,,,,,,,,,,,,,,,
156,Bosnia and Herzegovina,,70,I R,56000,69476,82952,47272,38792,34803,26538,33115,39691,22473,18504,16599,29462,36361,43261,24799,20288,18204,,,,,,,,,,,,,,,,,,,,
157,Croatia,,191,B R,475438,674085,585298,579273,573248,576883,222531,315733,274823,271645,268466,269287,252907,358352,310475,307628,304782,307596,,,,,,,,,,,,,,,,,,,,
158,Gibraltar,,292,B,8709,8381,8054,9211,10369,11065,4528,4196,3865,4518,5171,5591,4181,4185,4189,4693,5198,5474,,,,,,,,,,,,,,,,,,,,
159,Greece,,300,B,618139,857850,1111665,1190707,1269749,1242514,330038,445004,559794,587677,615560,575927,288101,412846,551871,603030,654189,666587,,,,,,,,,,,,,,,,,,,,
160,Holy See,(17),336,I,770,779,787,793,799,800,376,378,379,378,377,374,394,401,408,415,422,426,,,,,,,,,,,,,,,,,,,,
161,Italy,,380,B,1428219,1774954,2121688,3954790,5787893,5788875,642414,809553,976691,1820290,2663889,2608451,785805,965401,1144997,2134500,3124004,3180424,,,,,,,,,,,,,,,,,,,,
162,Malta,,470,B,15077,17740,21521,24560,33084,41442,7012,8366,10289,11899,16777,21969,8065,9374,11232,12661,16307,19473,,,,,,,,,,,,,,,,,,,,
163,Montenegro,,499,B,..,..,..,..,78507,82541,..,..,..,..,31636,33547,..,..,..,..,46871,48994,,,,,,,,,,,,,,,,,,,,
164,Portugal,,620,B,435782,532822,651472,771184,762825,837257,209922,259337,320319,376774,371536,389537,225860,273485,331153,394410,391289,447720,,,,,,,,,,,,,,,,,,,,
165,San Marino,,674,B,3310,3659,4045,4218,4399,4717,1728,1940,2175,2302,2435,2577,1582,1719,1870,1916,1964,2140,,,,,,,,,,,,,,,,,,,,
166,Serbia,(18),688,B,99269,630221,856763,845120,826066,807441,46712,289545,383893,373473,364654,355180,52557,340676,472870,471647,461412,452261,,,,,,,,,,,,,,,,,,,,
167,Slovenia,,705,B,178077,174419,171018,197276,253786,235966,89514,90255,90464,107131,141285,134491,88563,84164,80554,90145,112501,101475,,,,,,,,,,,,,,,,,,,,
168,Spain,(19),724,B,821605,1020067,1657285,4107226,6280065,5852953,390448,499114,838058,2140680,3238238,2855179,431157,520953,819227,1966546,3041827,2997774,,,,,,,,,,,,,,,,,,,,
169,The former Yugoslav Republic of Macedonia,,807,B,95142,109343,125665,127667,129701,130730,39661,45581,52385,53220,54067,54496,55481,63762,73280,74447,75634,76234,,,,,,,,,,,,,,,,,,,,
170,Western Europe,,926,,16237829,18318040,20425378,22776284,25245315,27382470,8506178,9352448,10213350,11162407,12093939,13209625,7731651,8965592,10212028,11613877,13151376,14172845,,,,,,,,,,,,,,,,,,,,
171,Austria,,40,B,793239,894893,996547,1136270,1275992,1492374,368287,423302,478318,543618,608918,716470,424952,471591,518229,592652,667074,775904,,,,,,,,,,,,,,,,,,,,
172,Belgium,,56,C,891537,885278,853369,870862,1052844,1387940,480445,468072,443696,445710,534608,715142,411092,417206,409673,425152,518236,672798,,,,,,,,,,,,,,,,,,,,
173,France,,250,B,5897267,6087993,6278718,6737600,7196481,7784418,2999376,3046083,3092789,3300859,3508928,3782619,2897891,3041910,3185929,3436741,3687553,4001799,,,,,,,,,,,,,,,,,,,,
174,Germany,,276,B,5936181,7464406,8992631,10299160,11605690,12005690,3293128,3898397,4503666,5011682,5519698,5709939,2643053,3566009,4488965,5287478,6085992,6295751,,,,,,,,,,,,,,,,,,,,
175,Liechtenstein,,438,B,10906,13311,15483,18898,22342,23493,5956,7068,7980,9434,10867,11428,4950,6243,7503,9464,11475,12065,,,,,,,,,,,,,,,,,,,,
176,Luxembourg,,442,B,113795,126106,139750,150618,163142,249325,56062,62292,69286,74951,81420,126180,57733,63814,70464,75667,81722,123145,,,,,,,,,,,,,,,,,,,,
177,Monaco,,492,B,20359,21060,21787,21312,21132,21042,9471,9955,10458,10322,10325,10326,10888,11105,11329,10990,10807,10716,,,,,,,,,,,,,,,,,,,,
178,Netherlands,,528,B,1182263,1346164,1556337,1736127,1832510,1979486,592343,668236,765302,843444,881264,942478,589920,677928,791035,892683,951246,1037008,,,,,,,,,,,,,,,,,,,,
179,Switzerland,,756,B,1392282,1478829,1570756,1805437,2075182,2438702,701110,769043,841855,922387,937911,1195043,691172,709786,728901,883050,1137271,1243659,,,,,,,,,,,,,,,,,,,,
180,Latin America and the Caribbean,,904,,7169728,6694640,6578428,7233098,8238795,9233989,3597037,3349769,3283675,3594756,4090744,4583051,3572691,3344871,3294753,3638342,4148051,4650938,,,,,,,,,,,,,,,,,,,,
181,Caribbean,,915,,1056555,1154700,1255647,1328740,1345732,1367407,549666,596692,645104,680714,688738,701130,506889,558008,610543,648026,656994,666277,,,,,,,,,,,,,,,,,,,,
182,Anguilla,,660,B,2570,3317,4063,4684,5103,5470,1258,1584,1910,2210,2415,2593,1312,1733,2153,2474,2688,2877,,,,,,,,,,,,,,,,,,,,
183,Antigua and Barbuda,,28,B,12029,17550,23071,24741,26412,28083,5775,8046,10316,11052,11788,12524,6254,9504,12755,13689,14624,15559,,,,,,,,,,,,,,,,,,,,
184,Aruba,,533,B,14444,22274,30104,32540,34327,36114,6429,9974,13519,14559,15311,16108,8015,12300,16585,17981,19016,20006,,,,,,,,,,,,,,,,,,,,
185,Bahamas,,44,B,26855,31654,36454,45595,54736,59306,13827,16620,19414,23646,27878,29994,13028,15034,17040,21949,26858,29312,,,,,,,,,,,,,,,,,,,,
186,Barbados,,52,B,24024,26224,28424,30624,32825,34475,10065,11235,12405,13575,14746,15488,13959,14989,16019,17049,18079,18987,,,,,,,,,,,,,,,,,,,,
187,"Bonaire, Sint Eustatius and Saba",(20),535,B,38410,42258,46105,49105,11445,13002,17257,18830,20402,21730,5530,6292,21153,23428,25703,27375,5915,6710,,,,,,,,,,,,,,,,,,,,
188,British Virgin Islands,,92,B,8035,10046,12058,13808,15558,17308,4126,5034,5942,6805,7667,8530,3909,5012,6116,7003,7891,8778,,,,,,,,,,,,,,,,,,,,
189,Cayman Islands,,136,C,9387,14320,19253,21655,24057,23726,4622,7166,9709,11011,12312,12143,4765,7154,9544,10644,11745,11583,,,,,,,,,,,,,,,,,,,,
190,Cuba,,192,B,34555,26187,17818,17023,14818,13336,17278,12559,7840,7540,6611,5950,17277,13628,9978,9483,8207,7386,,,,,,,,,,,,,,,,,,,,
191,Curaçao,,531,B,..,..,..,..,34627,37611,..,..,..,..,14195,15467,..,..,..,..,20432,22144,,,,,,,,,,,,,,,,,,,,
192,Dominica,,212,B,2519,3121,3723,4744,5765,6720,1309,1623,1955,2491,3027,3528,1210,1498,1768,2253,2738,3192,,,,,,,,,,,,,,,,,,,,
193,Dominican Republic,,214,B,291151,323381,355611,376001,393720,415564,181677,198842,216008,228180,238742,251890,109474,124539,139603,147821,154978,163674,,,,,,,,,,,,,,,,,,,,
194,Grenada,,308,B,4263,5544,6825,6902,6980,7057,2106,2746,3386,3424,3463,3502,2157,2798,3439,3478,3517,3555,,,,,,,,,,,,,,,,,,,,
195,Guadeloupe,(21),312,B,65944,74566,83188,89065,94942,98507,32718,36248,39778,41273,42768,43858,33226,38318,43410,47792,52174,54649,,,,,,,,,,,,,,,,,,,,
196,Haiti,,332,B,19084,22458,25832,30468,35104,39529,10606,12635,14664,17413,20162,22774,8478,9823,11168,13055,14942,16755,,,,,,,,,,,,,,,,,,,,
197,Jamaica,,388,B,20475,22713,24952,24314,23677,23167,9981,11242,12503,12263,12024,11766,10494,11471,12449,12051,11653,11401,,,,,,,,,,,,,,,,,,,,
198,Martinique,,474,B,38705,46599,54492,57034,59575,61731,19091,22271,25451,25891,26330,26989,19614,24328,29041,31143,33245,34742,,,,,,,,,,,,,,,,,,,,
199,Montserrat,,500,B,2013,1612,1211,1244,1277,1351,1029,825,622,639,657,696,984,787,589,605,620,655,,,,,,,,,,,,,,,,,,,,
200,Puerto Rico,,630,B,321909,338067,355038,352144,304969,274972,153354,160739,168480,166780,142939,128261,168555,177328,186558,185364,162030,146711,,,,,,,,,,,,,,,,,,,,
201,Saint Kitts and Nevis,,659,B,3210,4248,5871,6682,7245,7443,1642,2196,3068,3501,3806,3916,1568,2052,2803,3181,3439,3527,,,,,,,,,,,,,,,,,,,,
202,Saint Lucia,,662,B,5305,7152,9868,11468,12100,12771,2616,3560,4950,5783,6106,6446,2689,3592,4918,5685,5994,6325,,,,,,,,,,,,,,,,,,,,
203,Saint Vincent and the Grenadines,,670,B,3970,4135,4307,4395,4485,4577,1928,2011,2099,2144,2190,2237,2042,2124,2208,2251,2295,2340,,,,,,,,,,,,,,,,,,,,
204,Sint Maarten (Dutch part),,534,B,..,..,..,13100,26200,27295,..,..,..,6285,12570,13077,..,..,..,6815,13630,14218,,,,,,,,,,,,,,,,,,,,
205,Trinidad and Tobago,,780,B,50666,45994,41753,44812,48226,49883,23528,21303,19288,20647,23152,24326,27138,24691,22465,24165,25074,25557,,,,,,,,,,,,,,,,,,,,
206,Turks and Caicos Islands,,796,B,5062,7039,9015,9945,10875,11688,2620,3643,4665,5146,5627,6047,2442,3396,4350,4799,5248,5641,,,,,,,,,,,,,,,,,,,,
207,United States Virgin Islands,,850,B,51970,54241,56611,56647,56684,56721,24824,25760,26730,26726,26722,26728,27146,28481,29881,29921,29962,29993,,,,,,,,,,,,,,,,,,,,
208,Central America,,916,,1829911,1298916,1107577,1385713,1749940,2040151,903333,643244,554886,692144,874453,1020896,926578,655672,552691,693569,875487,1019255,,,,,,,,,,,,,,,,,,,,
209,Belize,,84,B R ,30404,33446,36488,41424,46360,53860,16393,17512,18631,21045,23459,27092,14011,15934,17857,20379,22901,26768,,,,,,,,,,,,,,,,,,,,
210,Costa Rica,,188,B R,417628,364287,310946,358175,405404,421697,212173,184485,156798,176335,195873,202613,205455,179802,154148,181840,209531,219084,,,,,,,,,,,,,,,,,,,,
211,El Salvador,,222,B R,47360,39537,31713,36019,40324,42045,22218,18564,14909,17029,19148,19996,25142,20973,16804,18990,21176,22049,,,,,,,,,,,,,,,,,,,,
212,Guatemala,,320,B R,264257,156188,48119,57252,66384,76352,112615,66913,21211,26064,30917,36136,151642,89275,26908,31188,35467,40216,,,,,,,,,,,,,,,,,,,,
213,Honduras,,340,B R,270423,149442,28461,27875,27288,28070,137573,76077,14581,14444,14306,14826,132850,73365,13880,13431,12982,13244,,,,,,,,,,,,,,,,,,,,
214,Mexico,,484,B R,695674,458549,538051,712487,969538,1193155,348353,229589,270896,359642,490691,604669,347321,228960,267155,352845,478847,588486,,,,,,,,,,,,,,,,,,,,
215,Nicaragua,,558,B R,41421,26619,30389,34918,37333,40262,20860,13364,15423,17773,19128,20723,20561,13255,14966,17145,18205,19539,,,,,,,,,,,,,,,,,,,,
216,Panama,,591,B,62744,70848,83410,117563,157309,184710,33148,36740,42437,59812,80931,94841,29596,34108,40973,57751,76378,89869,,,,,,,,,,,,,,,,,,,,
217,South America,,931,,4283262,4241024,4215204,4518645,5143123,5826431,2144038,2109833,2083685,2221898,2527553,2861025,2139224,2131191,2131519,2296747,2615570,2965406,,,,,,,,,,,,,,,,,,,,
218,Argentina,,32,B,1649919,1595069,1540219,1673088,1805957,2086302,788130,753027,717924,774810,831696,960310,861789,842042,822295,898278,974261,1125992,,,,,,,,,,,,,,,,,,,,
219,Bolivia (Plurinational State of),,68,B,73758,83598,92658,107745,122846,142989,37549,42806,47665,56019,64380,74939,36209,40792,44993,51726,58466,68050,,,,,,,,,,,,,,,,,,,,
220,Brazil,,76,B,798517,741557,684596,638582,592568,713568,426147,396152,366156,343019,319882,385201,372370,345405,318440,295563,272686,328367,,,,,,,,,,,,,,,,,,,,
221,Chile,,152,B,107501,142417,177332,273384,369436,469436,54547,69632,84717,129398,174079,221200,52954,72785,92615,143986,195357,248236,,,,,,,,,,,,,,,,,,,,
222,Colombia,,170,B,104277,106943,109609,107612,124271,133134,53109,54666,56223,55706,65622,70912,51168,52277,53386,51906,58649,62222,,,,,,,,,,,,,,,,,,,,
223,Ecuador,,218,B R,78663,115093,151523,187404,325366,387513,38531,57879,77227,96188,167773,200352,40132,57214,74296,91216,157593,187161,,,,,,,,,,,,,,,,,,,,
224,Falkland Islands (Malvinas),,238,B,855,868,1067,1166,1436,1571,488,510,636,675,807,873,367,358,431,491,629,698,,,,,,,,,,,,,,,,,,,,
225,French Guiana,,254,B,63612,70131,76649,86468,96288,106108,34843,36869,38895,42729,46564,50399,28769,33262,37754,43739,49724,55709,,,,,,,,,,,,,,,,,,,,
226,Guyana,,328,B,4095,6352,8610,10868,13126,15384,2200,3405,4611,5817,7023,8229,1895,2947,3999,5051,6103,7155,,,,,,,,,,,,,,,,,,,,
227,Paraguay,,600,B,195884,186570,176608,168243,160299,156462,102816,97869,92052,87698,83394,81303,93068,88701,84556,80545,76905,75159,,,,,,,,,,,,,,,,,,,,
228,Peru,,604,B,65025,56732,66293,77541,84066,90881,32538,28061,32955,38746,42204,45805,32487,28671,33338,38795,41862,45076,,,,,,,,,,,,,,,,,,,,
229,Suriname,,740,C,18031,22270,27506,33664,39713,46836,9731,12057,14892,18339,21659,25569,8300,10213,12614,15325,18054,21267,,,,,,,,,,,,,,,,,,,,
230,Uruguay,,858,B,98116,93428,88871,82318,76263,71799,45830,43427,41093,37658,34507,32475,52286,50001,47778,44660,41756,39324,,,,,,,,,,,,,,,,,,,,
231,Venezuela (Bolivarian Republic of),,862,B,1025009,1019996,1013663,1070562,1331488,1404448,517579,513473,508639,535096,667963,703458,507430,506523,505024,535466,663525,700990,,,,,,,,,,,,,,,,,,,,
232,Northern America,,905,,27610542,33341147,40351848,45363387,51220996,54488725,13497319,16402001,19983930,22544728,25064323,26586377,14113223,16939146,20367918,22818659,26156673,27902348,,,,,,,,,,,,,,,,,,,,
233,Bermuda,,60,B,15683,16676,17668,18276,18884,19126,7557,8044,8531,8866,9202,9336,8126,8632,9137,9410,9682,9790,,,,,,,,,,,,,,,,,,,,
234,Canada,,124,B,4333318,4864778,5511914,6078985,7011226,7835502,2109652,2356105,2659135,2915838,3356211,3748267,2223666,2508673,2852779,3163147,3655015,4087235,,,,,,,,,,,,,,,,,,,,
235,Greenland,,304,B,9416,7320,6755,6686,6226,6009,6565,5011,4723,4549,4210,3951,2851,2309,2032,2137,2016,2058,,,,,,,,,,,,,,,,,,,,
236,Saint Pierre and Miquelon,,666,B,1099,1320,1458,1147,1017,986,560,682,756,597,531,516,539,638,702,550,486,470,,,,,,,,,,,,,,,,,,,,
237,United States of America,,840,B,23251026,28451053,34814053,39258293,44183643,46627102,11372985,14032159,17310785,19614878,21694169,22824307,11878041,14418894,17503268,19643415,22489474,23802795,,,,,,,,,,,,,,,,,,,,
238,Oceania,,909,,4730858,5022263,5360027,6023421,7125364,8100886,2415042,2535448,2676143,2988897,3538376,3999552,2315816,2486815,2683884,3034524,3586988,4101334,,,,,,,,,,,,,,,,,,,,
239,Australia and New Zealand,,927,,4473260,4741947,5065063,5717982,6830423,7803399,2271419,2382510,2519827,2826880,3381077,3840367,2201841,2359437,2545236,2891102,3449346,3963032,,,,,,,,,,,,,,,,,,,,
240,Australia,(22),36,B,3955213,4153330,4386250,4878030,5882980,6763663,2013196,2093280,2189900,2419190,2922030,3337580,1942017,2060050,2196350,2458840,2960950,3426083,,,,,,,,,,,,,,,,,,,,
241,New Zealand,,554,B,518047,588617,678813,839952,947443,1039736,258223,289230,329927,407690,459047,502787,259824,299387,348886,432262,488396,536949,,,,,,,,,,,,,,,,,,,,
242,Melanesia,,928,,90210,96828,94078,103878,105684,109595,50143,54089,52701,58643,59426,61813,40067,42739,41377,45235,46258,47782,,,,,,,,,,,,,,,,,,,,
243,Fiji,,242,B,13283,13001,12719,12435,13351,13751,6847,6726,6601,6564,7137,7421,6436,6275,6118,5871,6214,6330,,,,,,,,,,,,,,,,,,,,
244,New Caledonia,,540,B,37673,43662,49651,55405,61158,64290,20885,23908,26932,29909,32886,34621,16788,19754,22719,25496,28272,29669,,,,,,,,,,,,,,,,,,,,
245,Papua New Guinea,,598,C R,32720,33526,25101,29967,25424,25782,18793,19832,15624,18942,16370,16738,13927,13694,9477,11025,9054,9044,,,,,,,,,,,,,,,,,,,,
246,Solomon Islands,,90,B,4226,4178,3981,3271,2760,2585,2349,2328,2224,1830,1546,1450,1877,1850,1757,1441,1214,1135,,,,,,,,,,,,,,,,,,,,
247,Vanuatu,,548,B,2308,2461,2626,2800,2991,3187,1269,1295,1320,1398,1487,1583,1039,1166,1306,1402,1504,1604,,,,,,,,,,,,,,,,,,,,
248,Micronesia,,954,,108969,118687,130186,128390,116245,115772,60858,63046,64928,63769,58535,58613,48111,55641,65258,64621,57710,57159,,,,,,,,,,,,,,,,,,,,
249,Guam,,316,B,69755,71912,74070,74743,75416,76089,39364,38822,38280,38602,38924,39246,30391,33090,35790,36141,36492,36843,,,,,,,,,,,,,,,,,,,,
250,Kiribati,,296,B,2162,2223,2283,2487,2868,3153,1107,1139,1188,1312,1512,1662,1055,1084,1095,1175,1356,1491,,,,,,,,,,,,,,,,,,,,
251,Marshall Islands,,584,B,1158,1480,1891,2417,3089,3284,721,916,1164,1485,1895,2011,437,564,727,932,1194,1273,,,,,,,,,,,,,,,,,,,,
252,Micronesia (Federated States of),,583,B,3685,3342,3116,2905,2805,2756,2099,2119,1721,1565,1502,1473,1586,1223,1395,1340,1303,1283,,,,,,,,,,,,,,,,,,,,
253,Nauru,,520,C,2815,2605,2394,2253,2112,3178,1506,1395,1283,1208,1133,1907,1309,1210,1111,1045,979,1271,,,,,,,,,,,,,,,,,,,,
254,Northern Mariana Islands,,580,B,26593,32376,40122,37542,24168,21648,14261,15847,17387,15977,10223,9100,12332,16529,22735,21565,13945,12548,,,,,,,,,,,,,,,,,,,,
255,Palau,,585,B,2801,4749,6310,6043,5787,5664,1800,2808,3905,3620,3346,3214,1001,1941,2405,2423,2441,2450,,,,,,,,,,,,,,,,,,,,
256,Polynesia,,957,,58419,64801,70700,73171,73012,72120,32622,35803,38687,39605,39338,38759,25797,28998,32013,33566,33674,33361,,,,,,,,,,,,,,,,,,,,
257,American Samoa,,16,B,21283,23098,24912,24233,23555,23216,11175,12037,12898,12498,12098,11898,10108,11061,12014,11735,11457,11318,,,,,,,,,,,,,,,,,,,,
258,Cook Islands,,184,B,2587,2686,2785,3277,3769,4152,1443,1497,1552,1724,1895,2078,1144,1189,1233,1553,1874,2074,,,,,,,,,,,,,,,,,,,,
259,French Polynesia,,258,B,25830,28360,30329,32286,31640,30058,15444,16689,17604,18405,18037,17136,10386,11671,12725,13881,13603,12922,,,,,,,,,,,,,,,,,,,,
260,Niue,,570,B,461,480,498,522,545,557,245,257,268,282,295,302,216,223,230,240,250,255,,,,,,,,,,,,,,,,,,,,
261,Samoa,,882,B,3357,4694,5998,5746,5122,4929,1771,2451,3101,2940,2594,2469,1586,2243,2897,2806,2528,2460,,,,,,,,,,,,,,,,,,,,
262,Tokelau,,772,B,270,266,262,258,429,487,150,147,144,133,206,233,120,119,118,125,223,254,,,,,,,,,,,,,,,,,,,,
263,Tonga,,776,B,2911,3274,3684,4301,5022,5731,1488,1718,1981,2328,2727,3127,1423,1556,1703,1973,2295,2604,,,,,,,,,,,,,,,,,,,,
264,Tuvalu,,798,C,318,263,217,183,154,141,180,148,121,101,85,78,138,115,96,82,69,63,,,,,,,,,,,,,,,,,,,,
265,Wallis and Futuna Islands,,876,B,1402,1680,2015,2365,2776,2849,726,859,1018,1194,1401,1438,676,821,997,1171,1375,1411,,,,,,,,,,,,,,,,,,,,
